Gender,Height,Weight
Male,69.30608824,210.4636875
Male,65.70471542,170.1005633
Male,67.80399101,173.4598918
Male,69.21614731,184.9366903
Male,68.01500601,194.2869459
Male,61.92694894,149.1496848
Male,67.26636272,192.4707696
Male,67.67682185,179.750808
Male,69.97090362,202.863293
Male,65.31346154,163.3573315
Male,71.90600544,217.0277146
Male,66.23390404,183.1612325
Male,65.81494282,166.5836105
Male,72.84494786,205.2508892
Male,70.94944345,189.7030888
Male,71.34380763,218.5863364
Male,71.05566416,203.139433
Male,61.92554729,139.9050703
Male,68.76245756,196.2938059
Male,67.58394143,179.9370112
Male,67.36169467,164.1459224
Male,65.87915656,168.1748644
Male,68.69476215,189.7425419
Male,69.53486155,195.1703915
Male,66.63469083,190.4679588
Male,69.80990157,204.4265983
Male,68.67987369,196.1516228
Male,71.61517875,209.6707739
Male,69.68979533,190.9334005
Male,70.90108637,197.9448324
Male,68.00581399,186.7803378
Male,70.61574398,188.6638321
Male,71.57119416,176.3766428
Male,73.01286326,209.3294834
Male,60.74811787,136.1678657
Male,69.08211963,190.9351825
Male,69.33873763,191.4456543
Male,67.75713771,184.9382299
Male,76.02708186,232.313471
Male,72.22761616,201.778854
Male,68.92104135,188.3288071
Male,65.33492768,174.6556973
Male,65.93240345,183.9433388
Male,70.46668931,187.517442
Male,73.18104362,213.8474529
Male,68.55087969,175.2195188
Male,68.52940825,169.5448054
Male,63.59645542,144.5919224
Male,67.14424123,175.6791902
Male,70.81637062,197.1984016
Male,73.53028481,222.9259167
Male,66.14106892,165.4045453
Male,67.90684975,170.4172312
Male,71.43337582,216.6339997
Male,67.1126798,173.7075042
Male,73.28391797,217.8960397
Male,63.67258315,161.0131458
Male,69.2253203,193.7563258
Male,69.67012402,177.1191607
Male,70.48544817,204.8274497
Male,69.00467787,176.7318925
Male,68.45789401,192.7618857
Male,66.02473378,166.9610205
Male,69.31816913,186.7379955
Male,69.07774056,188.5061787
Male,73.56227037,208.3614918
Male,66.08768889,161.4958143
Male,73.52598433,214.9664592
Male,69.67906022,205.1334355
Male,66.67678112,183.1973068
Male,72.96166547,208.8950443
Male,68.24687214,207.9255765
Male,71.95662589,210.6638278
Male,71.05863335,204.2728377
Male,66.97694995,195.1987301
Male,68.47800208,190.6860225
Male,71.28444139,199.6353266
Male,64.98045629,166.8215473
Male,66.76188387,178.797509
Male,68.76616172,185.7721575
Male,68.99254357,193.7549909
Male,71.2951946,228.8005161
Male,69.0494784,192.3497017
Male,66.54148202,175.9834911
Male,68.51552345,176.1412392
Male,67.45971531,177.4825249
Male,71.35738241,201.7607769
Male,68.59040604,176.8430799
Male,69.73608671,185.5242604
Male,69.83385707,188.041029
Male,72.41058576,189.3844383
Male,65.43459687,166.096744
Male,66.26765677,170.2501787
Male,69.97430087,212.804259
Male,71.20919422,196.1455062
Male,69.93740019,202.2790697
Male,71.38602219,201.3320069
Male,64.58878167,158.4540944
Male,68.79298442,174.4894863
Male,68.44574673,183.7833827
Male,69.20157812,188.1035061
Male,69.42601731,176.1934298
Male,69.6062252,194.2007119
Male,72.88170697,194.1995089
Male,62.17833122,145.8988424
Male,68.87470662,191.8337092
Male,71.08008356,209.8535536
Male,72.18253412,201.2614644
Male,72.06275498,208.7818534
Male,67.38005789,182.6734054
Male,67.93463453,166.4350688
Male,70.80193026,193.3935426
Male,65.54912127,178.4481797
Male,70.19122448,205.9417907
Male,71.77899537,199.2098424
Male,68.13028842,192.0295666
Male,68.35948256,175.2608644
Male,66.09035701,170.0064451
Male,71.58012314,205.3475962
Male,73.53666772,196.0432951
Male,71.11553184,208.1452566
Male,70.79430255,202.8907578
Male,71.72906048,188.595024
Male,63.19653037,162.4297274
Male,68.10111341,182.8523991
Male,65.85609973,157.3174614
Male,68.3464565,178.6759921
Male,69.56022893,187.2174859
Male,68.72830407,171.6209666
Male,70.15827765,200.5341783
Male,68.92333665,193.9273604
Male,64.3001742,155.489729
Male,70.45563306,192.527905
Male,68.62406319,159.8624674
Male,69.66475174,176.2592744
Male,69.05888454,171.7089263
Male,67.22698623,181.7096189
Male,66.11579969,171.3866592
Male,68.61738735,179.1320246
Male,69.24901281,187.4693714
Male,69.64190618,182.0045223
Male,72.79702836,214.4740355
Male,75.04399507,208.526427
Male,70.97268413,190.2219929
Male,74.38801243,217.1437905
Male,64.36216387,156.0738985
Male,71.32700107,206.3851911
Male,67.17202444,178.1527814
Male,74.40167189,228.8383958
Male,63.86792096,174.4733629
Male,68.88599177,164.2149026
Male,72.13199022,212.1572757
Male,68.40372617,206.0149398
Male,65.09265639,167.433533
Male,69.22967912,195.2186397
Male,71.94778826,209.1754891
Male,67.46299066,182.3012856
Male,69.31290864,190.1851469
Male,63.73104817,160.3449039
Male,60.6798174,129.3010238
Male,70.66332308,195.6263191
Male,67.59403113,186.7514169
Male,74.64950788,227.5006451
Male,70.46707885,197.187532
Male,71.94401052,209.5562827
Male,74.02575081,209.7592721
Male,70.78222816,220.4367864
Male,64.72725696,169.207937
Male,68.38302408,185.8456168
Male,71.4692208,192.6914931
Male,66.94445374,177.0260878
Male,70.796979,199.9473831
Male,65.29243478,168.7102903
Male,61.75400983,123.528143
Male,62.48067131,160.2422382
Male,67.80567987,197.082611
Male,69.52599428,161.9709376
Male,72.50075663,201.6550559
Male,70.48529474,194.7861983
Male,66.68973599,162.5654067
Male,71.29191758,175.8109677
Male,71.7967672,209.3793102
Male,73.05634425,204.4603316
Male,68.85335437,210.8690842
Male,66.04544386,169.3262842
Male,73.98590142,223.326105
Male,69.25161788,192.9468911
Male,69.34065722,172.9048014
Male,70.97626497,191.5721536
Male,63.56127763,157.1195445
Male,69.77015095,182.7954943
Male,65.18847756,151.8869422
Male,69.97894082,193.3410828
Male,69.75059715,185.4279701
Male,71.17143115,195.3823108
Male,70.57200178,174.1968873
Male,65.65108952,164.6498139
Male,67.13841414,163.8450013
Male,65.91808694,174.7199581
Male,73.78663644,212.900556
Male,67.73725134,172.7942606
Male,65.54407625,171.9803313
Male,71.21391257,195.9234165
Male,65.59235403,174.8153485
Male,65.66755448,174.5668558
Male,61.97273588,140.2777497
Male,73.89993869,215.5597033
Male,72.34218364,215.8582339
Male,70.31169434,184.2438603
Male,67.11556435,168.2021671
Male,65.93248176,151.3846182
Male,67.22774502,185.9701609
Male,70.11434363,203.2417318
Male,74.84149972,223.9456703
Male,64.52730263,148.4721859
Male,70.05125469,207.1946473
Male,71.83316878,205.1930618
Male,72.83673969,209.4224843
Male,73.30186575,199.1669287
Male,66.39319245,165.0646095
Male,66.51516196,180.7605348
Male,69.27281261,202.2987602
Male,68.23195393,195.2619903
Male,70.41386903,184.2326617
Male,69.72688521,188.4537597
Male,65.51073389,157.2050253
Male,69.13726936,196.5523243
Male,73.6661888,208.3661793
Male,65.89275253,158.1849857
Male,68.35442896,184.598428
Male,70.42473053,197.9075211
Male,72.08020115,202.8672367
Male,71.71112479,199.080779
Male,65.72916187,156.2239585
Male,63.8983382,168.299538
Male,70.31600971,201.5106881
Male,65.78872979,174.5848799
Male,69.82746419,196.930792
Male,68.33115009,197.7567703
Male,67.74158927,165.6432833
Male,75.03388944,232.8861171
Male,73.40405852,192.7324047
Male,69.55476188,192.1816687
Male,64.53903978,157.1292772
Male,67.54676147,163.4952026
Male,73.09647798,205.157578
Male,66.55398107,171.4285919
Male,73.99160419,208.9645836
Male,70.86268806,209.759114
Male,71.5687337,206.2604578
Male,65.83839113,177.2116966
Male,70.27553366,211.7162538
Male,61.773522,149.5148392
Male,74.82494531,220.3363669
Male,71.60514585,192.4279136
Male,67.26010358,163.3865127
Male,70.92419443,199.7783726
Male,75.05966865,218.583688
Male,73.10087624,223.2064516
Male,70.66199203,217.9518826
Male,67.14466735,171.2077789
Male,67.12315343,147.5379562
Male,69.52494396,170.0371863
Male,65.22469166,160.8360745
Male,68.41046282,185.1277355
Male,68.7634637,177.0833882
Male,67.93686881,188.8840968
Male,69.23782869,159.2448862
Male,68.46572392,188.079276
Male,65.6942936,150.9606196
Male,69.43099805,172.3258812
Male,66.13539142,166.3638187
Male,70.87704813,186.3398244
Male,65.973065,187.6583791
Male,64.93911542,163.8801985
Male,68.36860332,196.9495064
Male,69.52555131,189.7073988
Male,66.45560214,188.9748473
Male,69.47458176,177.3439177
Male,68.7300987,184.130432
Male,73.78127448,221.2400958
Male,76.50188334,217.8823464
Male,71.22570192,199.182763
Male,64.50621045,164.5003666
Male,66.50381494,163.2698893
Male,69.21041304,187.6248203
Male,63.54636972,150.3466585
Male,69.73112843,202.7071024
Male,68.60820846,181.7248365
Male,71.46413025,206.5908567
Male,69.509488,203.9854155
Male,73.75963574,231.6086709
Male,68.27778676,195.1899302
Male,72.45463342,200.2900045
Male,70.76919327,195.3530575
Male,70.45214074,188.0988373
Male,68.90409885,194.6597698
Male,69.23842719,197.4120914
Male,67.27784728,156.4163422
Male,71.46376469,207.768535
Male,68.84063351,171.9211499
Male,71.40596471,216.9232912
Male,70.14487407,190.5853768
Male,70.67969103,206.1198392
Male,68.54111605,201.1088923
Male,71.43472691,206.5940588
Male,65.22082048,158.9871861
Male,70.77315142,208.2235661
Male,69.76009479,187.8120619
Male,63.96253068,168.3494568
Male,70.30416327,196.8350517
Male,70.31684922,205.5218858
Male,67.40540788,164.5743913
Male,67.12150305,167.1915272
Male,68.37757989,168.9973239
Male,69.57823897,184.2198182
Male,62.53225328,168.1533262
Male,69.33682153,184.1194153
Male,66.78746728,172.1754663
Male,75.39129223,218.6046973
Male,70.21362908,189.6582738
Male,71.10356362,196.7599362
Male,69.79388789,181.7231932
Male,66.47184446,175.3891518
Male,70.71371409,208.7104386
Male,63.61871729,162.6749752
Male,70.54927972,191.3188108
Male,67.40282109,192.6726758
Male,71.4351749,213.3377733
Male,68.59340514,187.4025309
Male,71.45232654,203.448273
Male,70.69878995,189.9854788
Male,71.39146448,197.3070586
Male,70.48564317,193.359947
Male,74.40818786,226.7010229
Male,63.40042323,185.188138
Male,68.39971912,171.3291085
Male,67.42985418,175.1243663
Male,70.81199997,196.2211135
Male,67.11027101,194.7523537
Male,67.7282199,184.4684504
Male,68.55083219,179.5567899
Male,68.61948497,192.6056386
Male,70.60576101,197.3412472
Male,67.08678122,164.1757008
Male,65.31170819,167.3277028
Male,69.92414675,185.8665843
Male,68.36463488,193.9817476
Male,70.86980492,205.8639345
Male,76.01230001,235.4379661
Male,67.96596781,176.9667279
Male,69.76508744,199.0264276
Male,69.56867239,200.7040517
Male,71.56001874,213.9785966
Male,70.95804927,201.6633373
Male,65.44092231,144.1320269
Male,70.97612452,202.603188
Male,67.99285124,183.9580892
Male,70.51851509,199.568441
Male,69.10919144,176.045407
Male,71.6055731,194.9325685
Male,69.88955858,203.5183265
Male,66.45689878,166.6846488
Male,70.29135418,207.5085426
Male,62.6199652,152.8529747
Male,66.62168183,146.2308047
Male,65.35028818,156.7613371
Male,71.60673989,209.9649432
Male,69.41291443,183.9021104
Male,69.89381359,200.7968545
Male,65.66595856,164.2156392
Male,64.40827325,154.6410416
Male,68.62688583,189.4492405
Male,69.60028264,176.5948886
Male,67.45323124,173.2722178
Male,68.1699946,185.2531099
Male,69.55361404,203.8110909
Male,65.74729799,182.0516903
Male,73.12239315,201.703778
Male,66.620926,177.8426553
Male,69.14590899,202.6281961
Male,65.96579505,186.2254307
Male,67.20326642,185.4540072
Male,65.45395717,175.844485
Male,73.03009203,209.5878005
Male,68.3172449,179.370856
Male,66.33428146,165.3682765
Male,72.36198348,198.2629703
Male,67.71742749,184.9318042
Male,70.4775913,200.2479962
Male,71.16299165,199.443989
Male,69.35477956,202.3322157
Male,70.09723765,201.993728
Male,69.2972917,197.3587607
Male,63.30996928,157.0035437
Male,67.88722989,183.3433272
Male,73.2029699,203.0231161
Male,73.1411551,193.9260342
Male,70.89598255,195.6013653
Male,72.14269267,214.8539253
Male,72.13277787,184.1471888
Male,71.20661874,193.74326
Male,66.25215051,170.1094996
Male,72.34158877,205.6996211
Male,68.06892211,166.2635001
Male,71.39730891,198.4067338
Male,65.72603205,169.6752603
Male,67.11044742,160.0502853
Male,72.21503491,204.9377601
Male,63.00978308,147.90182
Male,69.56915521,180.9498234
Male,70.40400168,217.8372448
Male,68.0302156,189.3616398
Male,69.77791032,176.0902893
Male,62.07863519,130.2772749
Male,65.83441968,159.3191151
Male,70.78093604,191.9681779
Male,69.57143021,182.1541392
Male,67.32706481,188.3517257
Male,67.81460188,191.7600018
Male,66.68224277,162.7669683
Male,69.63970875,197.5962131
Male,64.7742374,182.5898441
Male,73.96294107,200.0071609
Male,67.93338384,184.40952
Male,66.77003947,165.489768
Male,68.93635758,176.6521792
Male,76.43455871,228.8729906
Male,68.99614537,180.3509244
Male,73.50183962,225.9722183
Male,69.6031034,189.8166449
Male,72.06737999,202.2620741
Male,70.48922454,178.9187142
Male,67.03485056,167.0442331
Male,66.1841085,172.6376115
Male,68.6942095,179.9625088
Male,66.65323374,160.1474361
Male,69.83865708,178.3924826
Male,66.24506481,154.5886896
Male,72.81103161,208.8488465
Male,64.47474696,169.4306343
Male,69.75447933,181.6410489
Male,70.66144439,203.8447916
Male,72.47061849,184.4463253
Male,68.17153285,199.7018115
Male,72.98717143,206.6293992
Male,70.53356477,196.5843459
Male,70.04695307,190.0024052
Male,69.01606716,196.7639075
Male,73.54916227,222.2974921
Male,68.11809783,180.0656094
Male,68.28763703,178.4325977
Male,71.52704769,202.7487397
Male,73.39654293,220.9457607
Male,69.84456408,198.6302782
Male,70.15196588,203.7344808
Male,66.29972587,150.1493613
Male,76.49293396,227.139296
Male,71.0323852,186.7624875
Male,66.63104094,170.4211493
Male,66.07553682,182.4280025
Male,70.61316241,187.4720235
Male,65.20348068,158.6645552
Male,66.86186129,175.7972754
Male,73.7579983,220.770232
Male,69.89808607,195.7589355
Male,69.52731972,189.0273679
Male,66.74447747,154.1268504
Male,69.07449203,179.3868167
Male,68.56175073,172.1953637
Male,70.32255001,190.4617768
Male,71.94912042,208.0889465
Male,70.91655179,191.883267
Male,70.37112335,197.3824157
Male,67.79647715,189.6831513
Male,68.69999563,208.0681993
Male,69.1146318,188.7172726
Male,67.69710365,187.4238964
Male,71.28033023,217.9035994
Male,71.42757519,201.8428087
Male,71.04335632,204.6277277
Male,64.72625594,143.3475655
Male,67.14815944,182.031248
Male,72.29169703,202.1043716
Male,70.24286617,192.7961126
Male,64.45785785,158.9166993
Male,74.46498854,213.4821026
Male,65.29891515,162.8182755
Male,72.74952611,212.1807188
Male,65.71817875,155.1755428
Male,68.89009494,194.6814346
Male,73.03840861,209.4753881
Male,69.86074638,198.3218281
Male,69.86119695,179.6624965
Male,71.76556166,192.6903832
Male,66.82084589,179.8015682
Male,67.78769383,190.5067956
Male,69.25071385,196.1411445
Male,68.92967211,180.8264574
Male,68.99710986,186.635313
Male,66.37399493,167.784391
Male,66.37651933,179.4688864
Male,69.05456976,181.3603512
Male,65.6674754,161.4222109
Male,62.75287752,149.759706
Male,66.57798671,161.2018906
Male,67.27217066,187.3633658
Male,69.83655165,176.0116733
Male,74.21643094,238.5694509
Male,71.23052856,209.0328768
Male,70.76286513,194.7965673
Male,67.87895388,163.7244326
Male,67.11452669,182.5124511
Male,66.53981222,175.0932547
Male,67.09121866,180.8807246
Male,68.89341765,172.6542379
Male,71.88269674,207.5756136
Male,70.53187611,194.009473
Male,69.2081082,187.8671025
Male,66.85473775,161.2239648
Male,77.16080089,228.7073009
Male,68.19853732,176.4568284
Male,66.79579309,186.9938986
Male,74.07020621,218.4235845
Male,69.69174305,184.6189529
Male,70.48275741,199.359224
Male,66.20296361,164.6344637
Male,71.85788791,193.4299898
Male,65.97520718,171.0768314
Male,72.67696109,217.5614154
Male,69.81202171,188.0649839
Male,69.04314598,178.1848175
Male,63.85067839,151.9966615
Male,64.90978524,145.1761359
Male,65.04544401,147.6602601
Male,68.87439619,183.4385392
Male,69.9822195,178.3484391
Male,62.70930371,152.8204681
Male,66.92343676,173.6342571
Male,67.26904397,180.0356727
Male,72.12252553,200.3368056
Male,69.61140326,170.2961967
Male,65.18470087,166.7385547
Male,74.08027495,194.7788543
Male,61.12182863,152.7911301
Male,68.32145287,206.4261469
Male,63.9529284,164.7714754
